0.01	0.124
0.08	0.284
0.09	0.284
0.1	0.284
0.11	0.284
0.12	0.284
0.13	0.284
0.14	0.284
0.15	0.284
0.16	0.284
0.17	0.284
0.18	0.284
0.19	0.284
0.2	0.284
0.21	0.284
0.22	0.284
0.23	0.284
0.24	0.284
0.25	0.284
0.26	0.284
0.27	0.284
0.28	0.284
0.29	0.284
0.3	0.284
0.31	0.284
0.32	0.284
0.33	0.284
0.34	0.284
0.35	0.284
0.36	0.284
0.37	0.284
0.38	0.284
0.39	0.284
0.4	0.284
0.41	0.284
0.42	0.274
0.43	0.268
0.44	0.262
0.45	0.256
0.46	0.251
0.47	0.245
0.48	0.24
0.49	0.235
0.5	0.231
0.51	0.226
0.52	0.222
0.53	0.217
0.54	0.213
0.55	0.21
0.56	0.206
0.57	0.202
0.58	0.199
0.59	0.195
0.6	0.192
0.61	0.189
0.62	0.186
0.63	0.183
0.64	0.18
0.65	0.177
0.66	0.175
0.67	0.172
0.68	0.169
0.69	0.167
0.7	0.165
0.71	0.162
0.72	0.16
0.73	0.158
0.74	0.156
0.75	0.154
0.76	0.152
0.77	0.15
0.78	0.148
0.79	0.146
0.8	0.144
0.81	0.142
0.82	0.141
0.83	0.139
0.84	0.137
0.85	0.136
0.86	0.134
0.87	0.132
0.88	0.131
0.89	0.13
0.9	0.128
0.91	0.127
0.92	0.125
0.93	0.124
0.94	0.123
0.95	0.121
0.96	0.12
0.97	0.119
0.98	0.118
0.99	0.116
1	0.115
1.01	0.114
1.02	0.113
1.03	0.112
1.04	0.111
1.05	0.11
1.06	0.109
1.07	0.108
1.08	0.107
1.09	0.106
1.1	0.105
1.11	0.104
1.12	0.103
1.13	0.102
1.14	0.101
1.15	0.1
1.16	0.099
1.17	0.099
1.18	0.098
1.19	0.097
1.2	0.096
1.21	0.095
1.22	0.094
1.23	0.094
1.24	0.093
1.25	0.092
1.26	0.091
1.27	0.091
1.28	0.09
1.29	0.089
1.3	0.089
1.31	0.088
1.32	0.087
1.33	0.087
1.34	0.086
1.35	0.085
1.36	0.085
1.37	0.084
1.38	0.084
1.39	0.083
1.4	0.082
1.41	0.082
1.42	0.081
1.43	0.081
1.44	0.08
1.45	0.079
1.46	0.079
1.47	0.078
1.48	0.078
1.49	0.077
1.5	0.077
1.51	0.076
1.52	0.076
1.53	0.075
1.54	0.075
1.55	0.074
1.56	0.074
1.57	0.073
1.58	0.073
1.59	0.072
1.6	0.072
1.61	0.072
1.62	0.071
1.63	0.071
1.64	0.07
1.65	0.07
1.66	0.069
1.67	0.069
1.68	0.069
1.69	0.068
1.7	0.068
1.71	0.067
1.72	0.067
1.73	0.067
1.74	0.066
1.75	0.066
1.76	0.065
1.77	0.065
1.78	0.065
1.79	0.064
1.8	0.064
1.81	0.064
1.82	0.063
1.83	0.063
1.84	0.063
1.85	0.062
1.86	0.062
1.87	0.062
1.88	0.061
1.89	0.061
1.9	0.061
1.91	0.06
1.92	0.06
1.93	0.06
1.94	0.059
1.95	0.059
1.96	0.059
1.97	0.059
1.98	0.058
1.99	0.058
2	0.058
2.01	0.057
2.02	0.057
2.03	0.057
2.04	0.056
2.05	0.056
2.06	0.056
2.07	0.056
2.08	0.055
2.09	0.055
2.1	0.055
2.11	0.055
2.12	0.054
2.13	0.054
2.14	0.054
2.15	0.054
2.16	0.053
2.17	0.053
2.18	0.053
2.19	0.053
2.2	0.052
2.21	0.052
2.22	0.052
2.23	0.052
2.24	0.051
2.25	0.051
2.26	0.051
2.27	0.051
2.28	0.051
2.29	0.05
2.3	0.05
2.31	0.05
2.32	0.05
2.33	0.049
2.34	0.049
2.35	0.049
2.36	0.049
2.37	0.049
2.38	0.048
2.39	0.048
2.4	0.048
2.41	0.048
2.42	0.048
2.43	0.047
2.44	0.047
2.45	0.047
2.46	0.047
2.47	0.047
2.48	0.046
2.49	0.046
2.5	0.046
2.51	0.046
2.52	0.046
2.53	0.046
2.54	0.045
2.55	0.045
2.56	0.045
2.57	0.045
2.58	0.045
2.59	0.045
2.6	0.044
2.61	0.044
2.62	0.044
2.63	0.044
2.64	0.044
2.65	0.043
2.66	0.043
2.67	0.043
2.68	0.043
2.69	0.043
2.7	0.043
2.71	0.043
2.72	0.042
2.73	0.042
2.74	0.042
2.75	0.042
2.76	0.042
2.77	0.042
2.78	0.041
2.79	0.041
2.8	0.041
2.81	0.041
2.82	0.041
2.83	0.041
2.84	0.041
2.85	0.04
2.86	0.04
2.87	0.04
2.88	0.04
2.89	0.04
2.9	0.04
2.91	0.04
2.92	0.039
2.93	0.039
2.94	0.039
2.95	0.039
2.96	0.039
2.97	0.039
2.98	0.039
2.99	0.039
3	0.038
3.01	0.038
3.02	0.038
3.03	0.038
3.04	0.038
3.05	0.038
3.06	0.038
3.07	0.038
3.08	0.037
3.09	0.037
3.1	0.037
3.11	0.037
3.12	0.037
3.13	0.037
3.14	0.037
3.15	0.037
3.16	0.036
3.17	0.036
3.18	0.036
3.19	0.036
3.2	0.036
3.21	0.036
3.22	0.036
3.23	0.036
3.24	0.036
3.25	0.035
3.26	0.035
3.27	0.035
3.28	0.035
3.29	0.035
3.3	0.035
3.31	0.035
3.32	0.035
3.33	0.035
3.34	0.035
3.35	0.034
3.36	0.034
3.37	0.034
3.38	0.034
3.39	0.034
3.4	0.034
3.41	0.034
3.42	0.034
3.43	0.034
3.44	0.034
3.45	0.033
3.46	0.033
3.47	0.033
3.48	0.033
3.49	0.033
3.5	0.033
3.51	0.033
3.52	0.033
3.53	0.033
3.54	0.033
3.55	0.032
3.56	0.032
3.57	0.032
3.58	0.032
3.59	0.032
3.6	0.032
3.61	0.032
3.62	0.032
3.63	0.032
3.64	0.032
3.65	0.032
3.66	0.031
3.67	0.031
3.68	0.031
3.69	0.031
3.7	0.031
3.71	0.031
3.72	0.031
3.73	0.031
3.74	0.031
3.75	0.031
3.76	0.031
3.77	0.031
3.78	0.03
3.79	0.03
3.8	0.03
3.81	0.03
3.82	0.03
3.83	0.03
3.84	0.03
3.85	0.03
3.86	0.03
3.87	0.03
3.88	0.03
3.89	0.03
3.9	0.03
3.91	0.029
3.92	0.029
3.93	0.029
3.94	0.029
3.95	0.029
3.96	0.029
3.97	0.029
3.98	0.029
3.99	0.029
4	0.029
4.01	0.029
4.02	0.029
4.03	0.029
4.04	0.029
4.05	0.028
4.06	0.028
4.07	0.028
4.08	0.028
4.09	0.028
4.1	0.028
4.11	0.028
4.12	0.028
4.13	0.028
4.14	0.028
4.15	0.028
4.16	0.028
4.17	0.028
4.18	0.028
4.19	0.028
4.2	0.027
4.21	0.027
4.22	0.027
4.23	0.027
4.24	0.027
4.25	0.027
4.26	0.027
4.27	0.027
4.28	0.027
4.29	0.027
4.3	0.027
4.31	0.027
4.32	0.027
4.33	0.027
4.34	0.027
4.35	0.026
4.36	0.026
4.37	0.026
4.38	0.026
4.39	0.026
4.4	0.026
4.41	0.026
4.42	0.026
4.43	0.026
4.44	0.026
4.45	0.026
4.46	0.026
4.47	0.026
4.48	0.026
4.49	0.026
4.5	0.026
4.51	0.026
4.52	0.025
4.53	0.025
4.54	0.025
4.55	0.025
4.56	0.025
4.57	0.025
4.58	0.025
4.59	0.025
4.6	0.025
4.61	0.025
4.62	0.025
4.63	0.025
4.64	0.025
4.65	0.025
4.66	0.025
4.67	0.025
4.68	0.025
4.69	0.025
4.7	0.025
4.71	0.024
4.72	0.024
4.73	0.024
4.74	0.024
4.75	0.024
4.76	0.024
4.77	0.024
4.78	0.024
4.79	0.024
4.8	0.024
4.81	0.024
4.82	0.024
4.83	0.024
4.84	0.024
4.85	0.024
4.86	0.024
4.87	0.024
4.88	0.024
4.89	0.024
4.9	0.024
4.91	0.023
4.92	0.023
4.93	0.023
4.94	0.023
4.95	0.023
4.96	0.023
4.97	0.023
4.98	0.023
4.99	0.023
5	0.023
5.01	0.023
5.02	0.023
5.03	0.023
5.04	0.023
5.05	0.023
5.06	0.023
5.07	0.023
5.08	0.023
5.09	0.023
5.1	0.023
5.11	0.023
5.12	0.023
5.13	0.022
5.14	0.022
5.15	0.022
5.16	0.022
5.17	0.022
5.18	0.022
5.19	0.022
5.2	0.022
5.21	0.022
5.22	0.022
5.23	0.022
5.24	0.022
5.25	0.022
5.26	0.022
5.27	0.022
5.28	0.022
5.29	0.022
5.3	0.022
5.31	0.022
5.32	0.022
5.33	0.022
5.34	0.022
5.35	0.022
5.36	0.022
5.37	0.021
5.38	0.021
5.39	0.021
5.4	0.021
5.41	0.021
5.42	0.021
5.43	0.021
5.44	0.021
5.45	0.021
5.46	0.021
5.47	0.021
5.48	0.021
5.49	0.021
5.5	0.021
5.51	0.021
5.52	0.021
5.53	0.021
5.54	0.021
5.55	0.021
5.56	0.021
5.57	0.021
5.58	0.021
5.59	0.021
5.6	0.021
5.61	0.021
5.62	0.021
5.63	0.02
5.64	0.02
5.65	0.02
5.66	0.02
5.67	0.02
5.68	0.02
5.69	0.02
5.7	0.02
5.71	0.02
5.72	0.02
5.73	0.02
5.74	0.02
5.75	0.02
5.76	0.02
5.77	0.02
